taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	species	genus	family	order	class	phylum	superkingdom	source
1272	1.161895003862225	1.161895003862225	0.8212951818846564	4.241150082346221	1.2	1.2	0.9047786842338604	4.523893421169302	sphere	['0.9', ' 1.5']	['0.9', ' 1.5']	Kocuria varians	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bm5
1274	1.2	1.2	0.9047786842338604	4.523893421169302	1.25	1.25	1.0226538585904277	4.908738521234052	sphere	['0.9', ' 1.6']	['0.9', ' 1.6']	Dermacoccus nishinomiyaensis	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bm5
1275	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	sphere	['1.0', ' 1.5']	['1.0', ' 1.5']	Kocuria rosea	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bm5
1276	0.938083151964686	0.938083151964686	0.4322376870047302	2.764601535159018	0.95	0.95	0.4489205002285915	2.8352873698647887	sphere	['0.8', ' 1.1']	['0.8', ' 1.1']	Kytococcus sedentarius	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bm5
1381	1.5491933384829668	0.7745966692414834	0.6083668013960418	3.769911184307752	1.9	0.8	0.8210028801381326	4.775220833456485	rods	['0.8', ' 3.0']	['0.6', ' 1.0']	Atopobium minutum	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	bm5
1382	0.4242640687119284	0.4242640687119284	0.0399859464434252	0.5654866776461627	0.4499999999999999	0.4499999999999999	0.0477129384263949	0.636172512351933	coccus	['0.3', ' 0.6']	['0.3', ' 0.6']	Lancefieldella parvula	Lancefieldella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	bm5
1575	2.316584370576538	0.28284271247461906	0.13962183330609795	2.0584626349677677	2.55	0.30000000000000004	0.2356194490192345	2.7017696820872223	rods	['1.2', ' 2.0', '3.0', ' 4.0']	['0.2', ' 0.2', '0.4', ' 0.4']	Leifsonia xyli	Leifsonia	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bm5
1646	1.224744871391589	0.5477225575051661	0.2455556827148282	2.107444419312217	1.25	0.65	0.3428917481699359	2.552544031041707	rods	['1.0', ' 1.5']	['0.3', ' 1.0']	Renibacterium salmoninarum	Renibacterium	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	bm5
1657	1.7320508075688774	0.5	0.3073624573190222	2.720699046351327	2.0	0.5	0.3599741582238304	3.141592653589793	rods	['1.0', ' 3.0']	['0.5', ' 0.5']	Actinobaculum suis	Actinobaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	bm5
1661	0.8660254037844386	0.4242640687119285	0.102438483864097	1.1542948471456778	1.4	0.55	0.2890592490537358	2.419026343264141	rods	['0.3', ' 2.5']	['0.2', ' 0.9']	Trueperella pyogenes	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	bm5
