taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas
taxid1126	3.2403703492039297	3.2403703492039297	17.814866446946194	32.98672286269284	sphere/spheroid	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Bacteria	species	N6752	4940383.776765941	42.69248022685714	4826.633908798286	81.56626147476065	1.3481945125714287
taxid1142	2.9594807281157647	2.9594807281157647	13.57204125170399	27.515721503640265	sphere/spheroid		Synechocystis	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria	genus	N5451	3685716.768068356	47.63931835615	3429.7680683561503	87.13942949874419	2.0180683561499997
taxid1144	3.7416573867739413	3.7416573867739413	27.42778116992432	43.982297150257104	sphere/spheroid	Synechocystis sp. PCC 6701	Geminocystis	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria	genus	N5887	4344738.528436365	33.848436365249995	3989.52843636525	84.26521862107413	2.02843636525
taxid1148	2.3979157616563596	2.3979157616563596	7.219388101549009	18.064157758141306	sphere/spheroid	Synechocystis sp. PCC 6803	Synechocystis	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria	species	N5888	3678120.714293772	47.631436629628574	3418.285722343914	87.16015073039804	2.0000080581999997
taxid1152	2.029875044783283	2.029875044783283	4.379318537407468	12.944595428163476	sphere/spheroid		Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales		Cyanobacteria	Bacteria	genus	N911	4756803.312002499	44.39533583206667	4371.145335832066	83.92458678660496	1.4786691653999997
taxid1158	5.834878734848457	5.834878734848457	104.01455757907459	106.95806611148994	sphere/spheroid		Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	N3619	7821793.780370597	48.50370392946667	6281.447037262799	78.91260517226182	2.780370596133333
taxid1168	3.2403703492039297	3.2403703492039297	17.814866446946194	32.98672286269284	sphere/spheroid	Nostoc sp. PCC 7119	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria	genus	N5459	6908536.213412478	41.07341247897143	5942.7848410504	82.62983789427167	3.499126764685714
taxid1177	3.2403703492039297	3.2403703492039297	17.814866446946194	32.986722862692815	sphere/spheroid		Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria	genus	N5459	6908536.213412478	41.07341247897143	5942.7848410504	82.62983789427167	3.499126764685714
taxid1184	2.0346989949375804	2.0346989949375804	4.410614836186082	13.006193585861745	sphere/spheroid	Leptolyngbya boryana	Leptolyngbya	Leptolyngbyaceae	Pseudanabaenales		Cyanobacteria	Bacteria	species	G000353285	7262454.0	47.02	6812.0	87.34518662699962	3.0
taxid1190	6.324555320336758	6.324555320336758	132.4611768772814	125.66370614359177	sphere/spheroid		Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Bacteria	genus	N6332	7041260.761226456	41.30922645583	6035.46122645583	80.75545498701885	1.8612264558300002
taxid28070	5.119317722322863	5.119317722322863	70.24814731040729	82.3330191100534	sphere/spheroid		Gloeothece	Aphanothecaceae	Chroococcales		Cyanobacteria	Bacteria	genus	N6751	7198058.550599968	39.25559996775	6455.05059996775	83.98162412443259	3.05059996775
taxid28073	11.578369326130607	11.578369326130607	812.7197579353561	421.1576268004368	sphere/spheroid		Lyngbya	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	G000478195	6867625.0	41.16	5949.0	84.1482608616516	1.0
taxid32046	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	sphere/spheroid	Synechococcus elongatus	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria	species	N1298	2727716.6718114293	55.455144762799996	2714.6718114294667	89.09117010661267	2.0051447628
taxid32049	1.3416407864998738	1.3416407864998738	1.2644666515873306	5.6548667764616285	sphere/spheroid	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria	species	G000019485	3409935.0	49.19	3233.0	87.89481324424072	2.0
taxid33072	1.095445115010332	1.095445115010332	0.6882884651454569	3.7699111843077513	sphere/spheroid	Gloeobacter violaceus	Gloeobacter	Gloeobacteraceae	Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria	species	G000011385	4659019.0	62.0	4517.0	89.14013872877531	1.0
