taxid	length	width	volume	surface	family	order	class	phylum	superkingdom
31	4.242640687119285	0.648074069840786	1.3282486597321002	8.637951682675443	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
39	7.869506442680767	0.8467731452101834	4.263051656240985	20.934589250781272	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
49	4.4503667015362	1.0738057663070295	3.7007919033894976	15.01313541839254	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
126	1.7	1.05	1.168966991446677	5.607742886657782	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria
137	23.93132741910522	0.20654338533374203	0.7987180355706502	15.528444434861859	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
170	11.011963829446492	0.15874010519681997	0.21683620814582605	5.491630554322784	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria
403	2.124076826380524	1.2659670602152426	2.1192686297791163	8.447778131564696	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
433	1.538686785655664	0.7564391033842136	0.5586646174821274	3.6565714828551217	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
444	1.4182181902032591	0.6245847735921135	0.3671700895305783	2.7828148784573536	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
468	1.35278821195211	0.812428474546852	0.5485370486899579	3.4527474989785056	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
481	1.0969997225552595	0.7042591701826554	0.3238125799796481	2.427106878644952	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
506	1.4038963818478836	0.6639068186552074	0.40014669212394005	2.9281414780061827	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
543	2.2640915648615634	0.8698832801632136	1.164584840313112	6.1873522705935144	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
641	1.928349830645899	0.7627899613292178	0.7569011534186033	4.621049978630835	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
772	1.2728803992068294	0.5121069099588175	0.22667973138521633	2.0478498352658128	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
775	1.1762057847982872	0.3783705080280257	0.11710844765453392	1.398139359336975	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
815	2.178309840505169	0.7722801735673251	0.8856331109577934	5.284992941555737	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
972	6.499999999999999	0.65	2.085003049355901	13.273228961416875	Halanaerobiaceae	Halanaerobiales	Clostridia	Firmicutes	Bacteria
1046	2.3451353845347525	1.0081651564706895	1.5538099614659089	7.427616560201033	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
1106	5.2915026221291805	0.6	1.4395884510072787	9.974247458479299	Chloroflexaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
1268	1.2024799047355998	0.7100893943772397	0.3671196036093464	2.682506150033566	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1300	0.7811711743212381	0.730735963381611	0.22323974155262424	1.7933149280320486	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1653	1.350587750266371	0.7204192344301883	0.44938299349875127	3.0567363293136594	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
1762	1.1825219126563566	0.49055091102718634	0.1869195444842567	1.822397690872369	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
