taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom
6	2.75	1.0	1.8980455615438327	8.639379797371925	Azorhizobium	Xanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
10	2.006220914929266	0.6467843638084008	0.5882760570009087	4.076506493965472	Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
13	13.160740129524926	0.41195342878142355	1.7339583919197203	17.032496497858244	Dictyoglomus	Dictyoglomaceae	Dictyoglomales	Dictyoglomia	Dictyoglomi	Bacteria
16	1.5032912570449788	0.2840133325699615	0.08864264715032245	1.3413179366037948	Methylophilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
18	2.0	0.5	0.3599741582238304	3.1415926535897927	Pelobacter	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
20	1.3922079515121712	0.5308715925393103	0.264522656190687	2.3218997726586905	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
22	2.1229972082093256	0.6643427515784072	0.6524794822591236	4.430895388780677	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
42	4.7	0.8	2.2284363889463603	11.812388377497626	Cystobacter	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
53	2.5495097567963922	1.284523257866513	2.74905324874709	10.288416165848044	Nannocystis	Nannocystaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
64	1.2	0.7	0.3720169300625912	2.638937829015426	Herpetosiphon	Herpetosiphonaceae	Herpetosiphonales	Chloroflexia	Chloroflexi	Bacteria
68	2.0844753555825473	0.4938696795950442	0.36241817321264264	3.234141384446078	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
75	1.9287301521985911	0.8470511463814236	0.9262794720669792	5.132523862412882	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
81	1.75	0.65	0.508807110187647	3.5735616434583894	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
99	1.125138085954425	0.5119317722322865	0.19574372082760488	1.809538312662131	Ancylobacter	Xanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
101	4.048658389661706	0.5474176738710271	0.902944114400365	6.962734285567693	Flectobacillus	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
105	6.76641361597642	1.0235546239926345	5.284724678597215	21.75802337625311	Runella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
107	3.432938292300876	0.9310953341146009	2.1104955826177956	10.04176422098027	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
113	2.0493901531919194	2.0493901531919194	4.506844334724897	13.194689145077128	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	Bacteria
118	1.5427248620541512	1.5427248620541512	1.9224898602787268	7.476990515543709	Planctomyces	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria
123	2.23606797749979	1.224744871391589	2.1533493378295727	8.603605814318215	Pirellula	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria
127	2.23606797749979	2.23606797749979	5.854012275867273	15.707963267948964	Isosphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria
133	1.7735996572958743	0.8347144322764583	0.8158870792543947	4.6509684282022015	Methylocystis	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
138	12.075656224019307	0.386416918284236	1.400661295819443	14.659418594529992	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
146	21.135955086426364	0.32393506012374385	1.7316152739752568	21.509469793033805	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
157	8.13269365961865	0.2581059143166201	0.4200438293674382	6.594505618530625	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
171	8.98963947693608	0.10849639136436375	0.08277210285410556	3.0641317949861966	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria
187	7.020683727387241	0.99498743710662	5.201009553348113	21.94557069024175	Aquaspirillum	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
191	2.884363016304707	1.1368189533329636	2.531083259941119	10.301277740819366	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
194	1.5322471662815293	0.43455697170293395	0.19774365073220682	2.091825348130235	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
209	4.0511851967299295	0.665378247633105	1.3229639473891375	8.468384502141806	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
222	1.4784020999978333	0.7516678957692213	0.5310347627860518	3.4911494862102037	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
226	1.837965835237296	0.6877515653124759	0.5812004275333766	3.9711737996269387	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
234	1.024557438478498	0.5931747706559563	0.2273813100713843	1.9092766199615607	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
237	1.9412794608454542	0.4712727332608956	0.3070542839485401	2.874155397761135	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
265	1.2411031450433991	0.6873548511818226	0.37036986549193673	2.6800244183117647	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
270	3.02303396371331	0.4687968537533953	0.4943428382031813	4.45222995731957	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria
283	1.528879655836097	0.6059042544825615	0.3749969973518895	2.9102290826369517	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
286	1.8754032165085184	0.6183832236035013	0.4952145823766331	3.6433611927192753	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
338	1.4315691227432643	0.5692425097622216	0.3156562598120044	2.5601152703688013	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
349	1.602824543028034	0.6593491505914626	0.4707223296282542	3.3201010928780255	Zoogloea	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
357	1.0812955192730616	0.4527692569068708	0.14979612413416388	1.5380526650539317	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
374	2.3198567525225475	0.6880859706539415	0.7556587620113643	5.014801470589273	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
379	1.9028601979423052	0.6106254330159299	0.4923512338724486	3.650325933220944	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
404	1.418612413504764	0.5785015217038156	0.3216857266785431	2.5782090834796683	Methylobacillus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
407	2.762064274710231	1.069457026512089	2.140264126589599	9.27997895912444	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
416	2.5	1.25	2.5566346464760685	9.817477042468106	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
429	2.179449471770337	1.019803902718557	1.5025416379366223	6.9825386315710025	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
434	1.8806776324239327	0.7380950394588512	0.6748280845995627	4.36090392276358	Acetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
441	1.4142135623730951	0.8944271909999159	0.7012481948039204	3.9738353063184406	Gluconobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
445	1.4182181902032591	0.6245847735921135	0.3671700895305783	2.7828148784573536	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
469	1.07448453799587	0.8259367132468965	0.42276877357913667	2.7880259654722312	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
482	0.9334285283717805	0.7621949592607242	0.30089167034052994	2.235100290741006	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
497	1.4895599935375132	0.8590768476137379	0.6946486585317496	4.020128054837997	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
507	1.75	0.9	0.922450142910303	4.948008429403924	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
517	1.2624234794600828	0.47717607222584896	0.19669222099708086	1.8924900028603888	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
532	3.25	1.0	2.2907446432425576	10.210176124166829	Beijerinckia	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
535	1.9343147231255247	0.5187959817671257	0.37152963114646254	3.15263442760646	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
544	4.4721359549995805	1.4142135623730951	6.284334241347668	19.869176531592203	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
547	3.353152823477478	0.7871958685061722	1.4685302852983013	8.292510423591398	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
551	1.9851434891520083	0.7999674446048034	0.8570990812687926	4.989006729353866	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
561	2.85	0.65	0.8738209066266112	5.819800390775093	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
570	1.70293863659264	0.5916079783099616	0.4105484794514387	3.1650668977299192	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
583	1.0	0.5291502622129179	0.18112274563497707	1.6623745764132156	Proteus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
586	3.2710854467592263	0.6361603571427569	0.9723152671812482	6.537449750628546	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
590	2.0	0.8660254037844386	1.0080535546992144	5.441398092702653	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
613	1.5826222900655589	0.7599238417485749	0.5894855116836601	3.778306810141389	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
626	2.359611061770567	0.7621991222319221	0.9476093240360421	5.6501339045807	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
629	1.7	0.7	0.564439480094966	3.738495257771853	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
642	2.2800011521824928	0.7242151485429285	0.8354918125447378	5.187433519273386	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
657	2.2442060144907034	0.9681957673221819	1.3989919544509648	6.826149166395352	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
662	1.822322741325883	0.6919992313545339	0.5927433556896086	3.961692649248336	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
724	1.0	0.3	0.0636172512351933	0.9424777960769379	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
745	0.8660254037844386	0.3535533905932738	0.07345183754702489	0.961912372621398	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
773	1.2728803992068294	0.5121069099588174	0.22667973138521633	2.0478498352658128	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
780	1.1762057847982872	0.37837050802802574	0.11710844765453392	1.398139359336975	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
810	0.5477225575051662	0.5477225575051662	0.08603605814318219	0.9424777960769384	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
816	2.158506206656897	0.8063399740394984	0.9479031854323076	5.467910090718537	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
832	1.2649110640673518	0.34641016151377546	0.1083322630041479	1.376576930290914	Fibrobacter	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacteres	Bacteria
836	3.5	0.85	1.8252980566591444	9.34623814442963	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
838	1.878596071609993	0.6319511602850446	0.5137648132811966	3.72963900491419	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
848	2.7757842335188	0.5774625685005995	0.6590417375372073	5.035694971050067	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
862	3.77249672721595	0.5356162266845176	0.8069217357726709	6.347934983849065	Syntrophomonas	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
864	16.92701082020299	0.6380929732329264	5.341911876401637	33.93236318137095	Pectinatus	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
872	2.396730819559869	0.6385196820783855	0.6947962359200995	4.807767107959737	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
890	2.7386127875258306	0.7	0.9641445222388728	6.022524070022751	Desulfuromonas	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
893	2.085918983714929	1.124788423639141	1.6996541049012845	7.370859741933931	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
904	0.5477225575051661	0.5477225575051661	0.08603605814318215	0.9424777960769378	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
906	1.2038907455034453	0.968506899726977	0.645084055578532	3.6630231863559253	Megasphaera	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
919	2.1213203435596424	0.6324555320336759	0.6002018522851141	4.214888838624436	Thiobacillus	Thiobacillaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
933	1.395710390034621	0.559479147077581	0.2970574931038354	2.453178152729495	Thiomicrospira	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
939	2.449489742783178	0.3872983346207417	0.2733645417515184	2.98037647973883	Hydrogenobacter	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria
958	0.95	0.5	0.15380714033200027	1.4922565104551515	Bdellovibrio	Bdellovibrionaceae	Bdellovibrionales	Oligoflexia	Proteobacteria	Bacteria
963	2.014144868087349	0.5089488987828736	0.37432887695348704	3.220436615689487	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
970	4.999999999999999	1.0	3.665191429188092	15.707963267948964	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
1016	4.0	0.4	0.4858996637552214	5.026548245743669	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1021	3.741657386773941	1.5811388300841898	6.3118741547331165	18.585912784636857	Beggiatoa	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
1030	5.093868863643822	1.5748015748023623	8.898686505975277	25.201330704731053	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
1041	1.4058996445565213	0.5050550614856995	0.24643284897743517	2.2307090110743	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
1051	1.35	1.0	0.7984881327874057	4.241150082346222	Ectothiorhodospira	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
1056	2.3	2.3	6.3706263027044985	16.619025137490002	Thiocapsa	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
1060	1.9243414480917245	0.8444806191831192	0.9062212999769548	5.1053050129455695	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
1068	3.25	1.3	3.738626157465753	13.273228961416875	Rhodomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1073	3.3390829273100575	0.9181139139058238	2.0018368437630274	9.631050207088618	Rhodopseudomonas	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1107	5.2915026221291805	0.6	1.4395884510072787	9.974247458479299	Chloroflexus	Chloroflexaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
1125	3.24037034920393	3.24037034920393	17.814866446946194	32.98672286269284	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Bacteria
1129	1.4164997737944782	1.4164997737944782	1.4881549415961568	6.303516466972943	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
1142	2.7395543973333476	2.7395543973333476	10.765604161640148	23.578150166580237	Synechocystis	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria
1152	1.9238997433415004	1.9238997433415004	3.728601177672891	11.628260330853578	Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales		Cyanobacteria	Bacteria
1154	2.0	2.0	4.188790204786391	12.566370614359172	Spirulina	Spirulinaceae	Spirulinales		Cyanobacteria	Bacteria
1158	11.36636735234103	11.36636735234103	768.8890682352766	405.8758850919503	Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria
1177	3.5990497094963234	3.5990497094963234	24.40968402219386	40.69354856275646	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria
1190	6.324555320336758	6.324555320336758	132.4611768772814	125.66370614359175	Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Bacteria
1218	0.5916079783099616	0.5916079783099616	0.1084178245770483	1.0995574287564276	Prochlorococcus	Prochlorococcaceae	Synechococcales		Cyanobacteria	Bacteria
1243	1.3915788418568704	0.8349473051141222	0.5835949692197097	3.650200808376251	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1253	0.8181246978470095	0.8181246978470095	0.28671943541778183	2.1027559943293546	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1257	0.8485281374238571	0.8	0.2924754755100386	2.132583810316016	Peptostreptococcus	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1269	0.7639635891606853	0.7639635891606853	0.2334622160187038	1.8335602847920505	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1279	1.1101157308184892	1.1101157308184892	0.7163139233218702	3.871563496143224	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1298	1.8865287520732845	1.3026777773094087	1.8742611907346152	7.720586724605046	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria
1301	0.7260553368566665	0.7260553368566665	0.2004046473105607	1.6561105232957476	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1350	1.0386009115680406	0.9596863372122795	0.5170149933698049	3.131323115966808	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1357	1.182974410020298	0.6274959684925401	0.30026184848362497	2.332040898940132	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1370	0.6577802604914672	0.6577802604914672	0.14901882398694152	1.359288196416237	Marinococcus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1372	1.4163737571676098	0.7113786608980125	0.4450164164368481	3.165399852278575	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1380	1.0194265469082735	0.48205705136679106	0.15667463401835235	1.5438469762258258	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
1386	2.8339328536138195	0.8152912284504111	1.3226356373387198	7.258588871583865	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1485	4.016074182847514	0.7130608991915536	1.503653409832404	8.996596060443256	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1562	3.991785593699745	0.7067767143042119	1.4659845811950487	8.863378828557607	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1569	2.361944686067397	0.7455403913869039	0.9199336571842484	5.5321095640370865	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1578	5.099254545928893	0.6162719470668409	1.4445979676670102	9.872541394440251	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1637	1.8662555784086243	0.5860155908898665	0.4365169488160209	3.435818091120074	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1645	1.224744871391589	0.5477225575051661	0.24555568271482825	2.107444419312217	Renibacterium	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1647	2.1213203435596424	0.5	0.38379535197745307	3.3321622036187737	Erysipelothrix	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
1654	2.0028082450474223	0.6355914141304726	0.5574072322422515	3.99914605218028	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
1663	1.114552093479259	0.8385225545242212	0.4478031492598748	2.9360604528472796	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1678	2.4391331143809034	0.7978175037908322	1.054149159849804	6.113486188127156	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
1696	1.4002065270278834	0.6538898531801502	0.38916781011147966	2.8763820419058512	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1707	2.265410656758048	0.6410518351380486	0.6562797845566105	4.562364293069799	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1716	1.554945330249253	0.6325920013967795	0.4152673638932217	3.09021497986713	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
1743	2.6	0.75	1.038198197241002	6.126105674500098	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
1754	2.6110468400383997	0.545696441530553	0.5597848831239667	4.476263638433944	Thermoanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
1763	1.8071592674409085	0.5681996830274417	0.3985533667100283	3.225873174253667	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
1813	1.4200865988263356	0.4663175051139942	0.21478389809738377	2.080397966113301	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
1817	1.1784810661037701	0.5734391904983066	0.24985584485327933	2.1230481926468694	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
1827	1.6295656030302934	0.6229531429289369	0.4205371771610627	3.189165835177581	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
1835	1.25	0.65	0.342891748169936	2.552544031041707	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
1839	1.5789064848070464	0.5516164572838029	0.326168520796413	2.736172639730085	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
1847	1.3902392094755103	0.44334591975754917	0.1903303935097547	1.9363422493640257	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
1849	1.45	0.55	0.3009383962751223	2.50542014123786	Actinopolyspora	Actinopolysporaceae	Actinopolysporales	Actinomycetia	Actinobacteria	Bacteria
1873	0.69	0.6	0.13854423602330987	1.3006193585861745	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria
1883	0.8481985537010424	0.6175219234987119	0.19092346099880309	1.6455071775177736	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria
1988	4.999999999999999	0.6	1.3571680263507908	9.424777960769381	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria
2005	1.2542726976220122	1.1171392035015153	0.864411117708859	4.4019908372751795	Microbispora	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria
2013	1.271480723501893	0.5421612021659068	0.25119323495374585	2.165649097014025	Nocardiopsis	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria
2016	1.25	0.75	0.4417864669110647	2.9452431127404313	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
2038	1.5811388300841898	0.223606797749979	0.05916417052329199	1.1107207345395915	Tropheryma	Tropherymataceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
2040	1.387407473029251	0.5169350259387473	0.24476434145776207	2.2531487370891146	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
2044	1.7320508075688772	0.4472135954999579	0.24865385553166358	2.433467205584167	Pimelobacter	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
2050	2.0312588954245547	0.5	0.3650495414396836	3.1906940117023503	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
2053	1.1414719010058842	0.5070456378343473	0.19156114976632757	1.818285806496533	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
2056	2.1213203435596424	1.224744871391589	2.018165466403381	8.162097139053978	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria
2060	2.907208572864863	0.8434326653017492	1.4650404990087504	7.703294121954202	Tsukamurella	Tsukamurellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
2071	1.25	0.9	0.6043638867343365	3.5342917352885173	Saccharothrix	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria
2077	2.394376514279096	0.6004624280888846	0.6072393758861812	4.516771856381756	Sporolactobacillus	Sporolactobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
2086	0.8714947155090512	0.8714947155090512	0.34657154017254344	2.3860491682048117	Anaeroplasma	Anaeroplasmataceae	Anaeroplasmatales	Mollicutes	Tenericutes	Bacteria
2093	0.4861927464322106	0.16438285319004753	0.009098590347020258	0.2510815853601407	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
